Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,Respectful,Courteous,ActiveListening,InternetService_Fiber Optic,InternetService_None,Contract_One year,Contract_Two Year,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Gender_Male,Gender_Nonbinary
0,85,126992.3,16.08033,11,1,0,0,1,1,1,1,1,0,1,0,0,1,0,60.51117,194.9882,5230.965245,4,4,3,3,5,2,4,4,1,0,0,1,1,0,0,0,0
1,40,18895.18,4.874661522,17,0,0,0,0,1,1,1,0,1,1,0,0,1,1,2.522962069,182.490006,676.6465414,3,3,4,3,3,3,3,5,0,1,0,0,0,1,0,0,0
4,59,36343.28,8.923423,13,0,0,1,0,0,1,0,0,1,0,1,0,0,1,56.63276,114.9838,4910.178894,3,4,5,2,5,2,2,2,0,1,0,1,0,0,1,1,0
1,77,65565.99,7.291285,11,4,0,0,1,1,0,1,0,1,1,0,0,0,0,47.45044,159.9794,4486.582949,3,3,3,4,4,2,2,3,0,0,0,0,1,0,0,0,1
2,75,25044.85,9.368606843,14,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1.548600048,242.628057,785.5416603,4,3,2,2,4,2,1,4,1,0,0,0,0,1,0,1,0
1,41,58384.68,9.290332689,6,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1.415346194,172.455519,500.7187258,4,4,5,4,3,3,2,4,1,0,0,0,0,1,0,0,0
3,45,12616.3,10.20316,13,0,0,0,1,1,1,1,0,1,1,0,1,1,0,70.89738,275.1336,6621.872123,6,7,7,4,5,7,4,3,1,0,0,1,0,0,1,0,0
1,30,17739.09,12.15506,18,1,1,0,1,1,1,1,0,1,1,0,0,1,1,5.123883,194.9663,1418.327071,4,3,4,3,4,2,3,2,0,0,0,1,0,1,0,1,0
0,78,52286.02,13.08501,16,1,0,0,1,1,1,1,0,0,1,0,1,1,1,66.2073,220.1615,5943.037284,3,4,3,5,3,4,2,3,0,1,0,0,1,0,0,0,0
1,51,21397.92,11.24765,16,1,0,0,1,1,1,1,0,1,1,1,1,1,0,66.8679,287.6427,6261.840951,3,4,4,4,4,2,4,3,1,0,0,0,0,0,1,1,0
8,24,39594.01,3.39885,18,2,0,0,1,1,0,0,0,1,0,0,1,1,1,48.9954,230.1051,4940.002327,3,3,3,5,3,4,4,4,1,0,0,0,1,0,0,1,0
1,39,75680.04,11.26531,7,1,0,0,0,1,1,0,1,1,0,1,0,0,0,4.93863,149.9778,722.8952824,3,3,2,4,4,4,1,2,1,0,0,0,1,0,0,1,0
1,69,35405.96,13.38037,12,2,0,0,0,0,1,0,0,0,1,1,1,0,1,69.60264,142.4713,6412.993801,4,4,3,4,3,4,3,3,0,0,0,1,0,1,0,1,0
2,54,10992.89,11.18575,14,0,0,0,0,0,1,1,0,0,1,1,0,1,1,64.86438,184.9797,6175.765224,4,4,5,2,4,3,2,4,0,0,0,0,0,1,0,1,0
0,31,19773.15,9.92043,12,2,0,0,0,0,1,1,0,1,1,1,0,0,0,51.54301,172.4885,4950.103922,5,5,3,5,2,6,5,6,0,0,0,1,1,0,0,0,0
0,72,4916.91,17.49332639,12,1,2,0,0,0,1,1,0,1,1,0,1,0,0,1.068799086,172.487091,504.9814106,3,4,3,4,3,3,3,3,0,1,0,0,0,0,1,1,0
1,30,40327.0,9.398203,8,1,1,1,1,0,1,1,0,0,1,0,0,0,1,59.14016,137.4836,5508.347828,4,3,3,5,3,4,4,4,0,0,0,0,1,0,0,0,0
4,21,66357.52,16.09553,13,0,0,1,1,0,1,1,0,1,0,0,0,0,1,2.458795,147.4564,1076.991137,4,5,4,4,3,4,5,3,0,0,0,0,0,0,1,1,0
0,73,87527.27,11.90177,11,2,0,0,0,0,1,1,0,0,1,1,0,1,1,15.22417,172.5034,1570.995815,2,1,4,4,2,3,4,4,0,1,0,0,1,0,0,1,0
4,22,24461.27,11.07967,18,0,0,0,1,0,1,1,0,0,0,1,1,0,1,63.43072,149.9776,5679.986847,2,3,3,3,2,3,4,1,0,1,0,1,0,0,0,0,0
7,63,98665.78,10.55549,9,2,0,0,1,0,1,0,0,0,0,0,1,0,1,67.77122,137.4392,5964.347127,3,3,2,4,4,3,4,3,1,0,0,0,0,0,1,1,0
2,49,53320.93,9.991096674,11,2,2,0,1,0,1,1,0,0,1,0,1,0,1,15.54170472,162.467607,2100.288363,3,5,4,4,2,5,4,3,0,0,1,0,0,0,0,0,0
6,22,100257.6,13.51521,16,1,0,0,1,1,1,0,0,0,0,0,0,1,0,60.04717,147.4421,5434.193829,3,5,4,3,2,3,4,5,1,0,0,1,0,0,1,1,0
4,44,18033.08,6.863699,7,1,0,1,0,0,0,0,0,1,0,1,1,0,0,49.71999,139.9678,4553.52168,4,4,4,4,4,2,3,2,0,1,0,0,0,1,0,1,0
2,65,31205.95,9.690982,11,1,0,0,0,0,1,0,0,0,1,0,1,0,0,68.44883,149.9621,5897.480679,2,3,3,4,1,4,4,3,1,0,0,0,0,0,1,0,0
0,31,42412.99,12.89898,16,0,0,0,1,0,1,1,0,0,0,0,0,1,0,52.79539,147.4713,4615.447586,2,4,2,3,2,3,4,4,0,1,0,0,0,1,0,0,0
2,86,41998.76,10.70391,9,0,0,0,0,0,1,1,0,0,1,0,0,1,1,46.21777,192.4705,4042.881848,4,4,3,4,3,5,5,4,1,0,0,0,0,0,1,0,0
2,51,7391.15,5.76336,11,1,0,0,1,1,1,0,0,0,0,1,1,1,0,62.54758,220.1185,5640.487005,5,4,4,5,3,5,4,4,1,0,1,0,0,1,0,0,0
3,67,22326.55,10.51705,11,0,0,1,0,1,1,1,1,0,1,0,0,0,0,40.35976,160.0013,3653.777417,5,4,4,5,3,5,4,3,1,0,0,0,0,1,0,1,0
2,56,44499.17,11.21058,12,0,0,0,0,0,1,1,0,1,1,0,0,1,1,4.320048,194.9663,1215.716688,5,5,4,5,3,4,5,4,0,0,0,0,1,0,0,0,0
1,70,55025.02,9.725427,13,3,0,0,0,1,1,1,1,1,1,0,1,1,1,8.839856,257.6513,1882.174515,4,4,4,1,6,4,3,2,0,0,0,0,0,0,0,0,0
8,33,52143.7,11.17949466,14,1,1,0,1,0,1,0,0,0,1,0,1,1,0,16.03360405,220.132293,2153.778421,3,4,4,4,3,2,3,2,1,0,0,0,0,1,0,0,0
1,28,101771.0,10.85535,11,1,0,0,1,1,0,1,0,0,0,0,0,0,0,68.17349,112.4844,5838.7225,4,5,5,4,3,2,3,4,0,1,0,1,0,0,1,1,0
0,68,28561.99,7.978322947,10,0,1,0,1,1,1,0,1,1,0,0,0,1,1,6.795512947,172.455519,904.5361102,5,5,5,3,4,4,3,4,1,0,1,0,1,0,0,1,0
1,52,11257.58,13.42202,14,0,0,0,1,0,1,1,0,0,0,1,0,0,1,8.640886,157.4698,804.0993561,3,4,4,4,3,4,4,2,1,0,0,0,0,1,0,0,0
0,59,44808.02,14.03414,15,1,0,0,0,0,1,1,0,1,0,1,0,0,1,68.26584,179.9656,5729.894172,4,5,4,4,3,6,5,4,1,0,0,0,0,1,0,0,0
3,34,96382.76,8.580626195,14,0,0,0,1,0,1,0,1,0,1,1,1,1,0,16.00330155,202.682861,2120.673828,2,2,3,4,1,4,4,4,0,1,0,1,0,0,1,1,0
0,64,7194.85,9.59364,10,0,1,0,0,0,1,1,0,1,0,1,0,1,0,54.79811,182.4762,4769.664836,3,3,5,2,4,3,2,2,0,1,0,1,0,1,0,0,0
0,59,97916.45,12.48949,10,1,0,0,1,0,1,1,0,1,0,0,1,1,0,59.05725,242.6106,5888.86414,2,2,4,4,4,4,3,4,0,0,0,1,1,0,0,1,0
5,55,105157.2,10.80697,7,0,2,0,0,1,1,1,1,0,1,0,1,1,0,21.31617,222.6792,2569.290158,2,3,4,3,5,4,3,5,0,1,1,0,0,0,0,0,0
3,74,22610.64,10.04493,11,3,0,0,0,0,1,1,0,1,1,0,1,1,1,67.16512,275.1336,6268.031469,4,6,4,4,3,4,4,4,1,0,0,0,0,0,0,1,0
4,40,32935.41,13.54555,11,0,0,0,0,0,1,0,1,0,0,0,1,1,1,60.89154,210.127,5673.309041,2,3,2,4,3,3,2,3,1,0,0,0,0,0,0,0,0
2,79,5523.04,10.22727,13,0,0,1,0,0,1,0,1,1,1,0,1,0,1,4.348554,174.9755,815.588724,5,4,5,5,1,4,5,5,1,0,1,0,1,0,0,1,0
3,80,69312.38,7.77294,13,2,0,1,0,1,1,0,1,0,0,0,1,0,1,54.81081,107.4806,4751.67301,3,4,5,5,1,5,4,3,0,1,0,0,0,1,0,0,0
3,68,49252.56,13.31601627,9,1,1,0,1,1,1,1,0,1,0,0,1,0,1,19.95372925,192.440432,2072.694492,4,5,4,3,4,2,2,3,1,0,1,0,0,1,0,1,0
3,81,15263.7,16.4022,8,2,0,0,0,0,0,1,1,1,1,1,0,0,1,70.31022,162.5299,6074.151439,4,4,4,4,2,3,4,2,0,1,0,1,0,0,0,0,1
0,37,38197.58,7.75943,11,0,0,1,1,1,1,1,1,0,0,1,1,0,0,63.55011,164.9715,6006.148703,3,3,3,3,5,3,4,3,0,0,0,0,0,0,0,0,0
2,22,46466.83,10.32976,16,3,1,0,1,0,0,0,1,0,0,1,1,0,1,44.02354,119.9897,4031.48686,4,3,3,5,2,4,3,5,0,1,0,0,0,0,1,0,0
10,85,64074.31,10.43098,13,0,0,0,1,0,1,0,0,1,1,1,1,1,0,3.935134,255.1372,1151.849425,4,4,4,4,3,5,4,3,1,0,1,0,0,1,0,0,0
0,18,32713.07,12.54931,13,0,0,0,1,0,1,1,0,0,1,0,1,1,1,9.448434,252.6378,1489.056859,3,3,4,6,4,4,1,3,1,0,0,0,0,1,0,0,0
1,19,16283.13,8.037899,12,2,0,0,1,0,1,1,0,1,1,0,1,0,1,60.98712,184.9634,5985.552522,3,3,3,3,3,3,2,4,0,0,1,0,1,0,0,0,0
2,82,24128.19,10.53533,9,1,0,0,1,0,1,0,0,1,1,1,0,1,1,7.674186,162.4937,924.1809843,4,4,5,3,4,3,3,3,0,1,0,0,0,0,1,0,0
4,29,114851.2,5.888136,12,0,1,0,0,0,1,1,1,1,1,1,0,1,0,44.47594,209.9931,4735.622867,6,5,5,3,3,5,5,5,0,0,0,1,0,0,0,0,0
1,62,35176.64,12.05975,14,0,0,0,0,1,1,1,1,0,0,1,1,0,0,70.82444,164.9715,6551.009938,2,2,2,4,2,2,4,3,0,0,0,0,0,1,0,0,0
4,66,98836.2,9.443369,16,1,1,0,0,1,1,0,0,0,1,0,1,1,1,43.86959,220.1323,4203.265113,4,4,4,6,1,4,5,4,1,0,0,0,0,0,1,0,0
4,53,67156.75,7.163319,14,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1.813125,149.9598,492.3321314,3,3,3,3,3,3,3,3,1,0,0,0,1,0,0,0,0
1,69,7401.68,5.864437,14,0,0,0,0,0,1,0,0,1,1,0,1,0,0,12.38916,152.4579,1814.711402,4,4,5,5,3,3,4,2,0,0,0,0,0,1,0,1,0
2,69,25588.69,5.29024,12,3,0,0,1,0,1,0,1,0,0,0,0,1,1,27.12312,149.9598,2534.437264,3,3,2,4,4,4,3,4,1,0,0,1,1,0,0,1,0
7,18,32058.65,8.965014,14,0,0,0,1,0,1,0,0,1,0,0,0,1,1,7.376158,149.9378,1669.828557,3,4,3,3,3,3,3,2,0,0,0,0,1,0,0,1,0
1,47,27995.48,8.486542,17,0,0,1,1,0,1,0,0,1,0,0,1,1,0,10.99037,197.6288,1487.997515,1,2,2,2,3,2,2,3,0,1,0,0,1,0,0,0,0
2,30,49645.28,7.969166,7,1,1,0,1,0,1,0,0,1,1,0,0,0,1,57.71425,114.9976,5030.841405,5,5,4,3,2,5,2,3,0,1,0,0,0,1,0,0,0
0,49,34797.6,11.76312,9,1,1,0,1,0,1,1,0,1,1,0,0,1,0,12.89076,214.9663,1548.154792,4,3,3,3,5,3,1,3,1,0,0,0,0,0,1,1,0
0,24,39373.92,4.817687941,6,2,0,0,0,1,1,1,1,0,1,0,0,0,1,9.605264775,160.00128,1100.161591,3,4,4,4,3,4,1,2,1,0,0,0,0,0,0,0,0
0,60,20721.26,11.61234,10,0,0,0,1,0,1,0,1,0,0,0,1,0,1,66.2578,119.9568,6076.32804,3,2,3,4,4,2,2,4,0,0,0,0,0,1,0,0,0
1,55,10941.91,15.24882,20,0,0,0,1,0,1,1,0,0,1,1,0,1,1,69.32507,204.9797,6093.707012,3,3,3,4,4,3,3,3,1,0,0,0,0,0,1,1,0
8,20,2246.27,7.662995,17,1,0,1,0,1,1,0,1,1,1,0,0,1,1,7.874401,164.9785,1895.230077,3,4,2,4,4,3,3,4,0,0,0,0,0,0,0,1,0
1,78,83480.73,7.201881,10,1,1,0,0,1,1,1,0,1,0,1,1,1,0,62.87863,275.1198,5714.245646,3,4,3,3,3,3,3,3,1,0,0,1,1,0,0,0,0
1,78,22365.28,10.80393657,19,1,0,0,0,0,1,0,0,0,0,0,1,1,0,10.79028074,207.609354,1323.028419,4,4,3,6,2,5,7,4,1,0,0,0,0,0,0,1,0
0,56,4666.08,8.952474,14,1,0,0,0,0,1,1,0,1,0,0,1,0,1,70.17488,192.4404,6134.697014,4,4,4,3,5,3,4,2,1,0,0,1,0,1,0,1,0
0,31,23191.81,9.894645,11,0,0,0,1,0,1,1,0,0,0,0,1,1,0,46.84844,220.1149,4839.25878,5,4,3,5,3,4,3,5,0,0,1,0,0,0,1,0,0
2,28,10715.15,11.34392,10,0,0,0,1,0,1,1,1,0,0,0,1,0,0,65.2477,152.4624,6279.052879,3,4,4,2,5,4,5,5,0,0,1,0,0,0,1,1,0
1,83,53461.53,15.9178,10,1,1,0,1,1,1,1,1,1,0,1,0,1,1,61.63974,197.4702,5869.727078,2,2,3,3,4,2,1,2,0,0,0,0,1,0,0,1,0
1,50,17036.62,8.652966,10,1,1,1,0,0,1,0,0,1,0,0,1,0,1,62.57813,139.9349,5857.181194,3,3,3,4,4,2,3,4,0,0,0,0,0,1,0,0,0
1,66,43551.35,9.082948983,10,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2.405574983,172.470522,901.2877149,5,6,4,4,5,4,5,4,0,0,1,0,1,0,0,0,0
0,51,17235.21,7.865494,17,0,0,0,0,0,1,1,1,1,0,0,0,0,1,62.44603,169.9741,5432.427022,5,4,4,1,3,4,3,3,1,0,0,0,0,0,1,1,0
0,31,33331.31,10.77217,14,2,0,0,0,0,1,0,1,1,1,1,0,0,1,58.40532,142.5007,5597.924969,3,3,3,2,4,3,4,3,0,0,0,1,0,0,0,1,0
3,87,23775.65,8.221891,9,2,0,0,0,0,1,0,0,1,0,0,0,0,1,50.46332,134.9509,4195.472287,4,4,2,3,3,4,4,4,1,0,0,1,1,0,0,0,0
0,27,89539.21,7.402994,19,2,0,0,0,0,1,0,0,0,1,0,0,1,1,69.97948,139.965,6545.565039,3,3,2,4,2,4,4,4,0,0,0,0,0,0,1,1,0
4,30,45289.33,14.31982,11,2,0,0,1,0,1,1,1,0,1,0,0,1,1,62.56252,194.9882,5784.798117,3,4,3,4,4,3,3,5,1,0,0,0,0,1,0,1,0
1,52,16085.27,10.08506,11,0,1,0,0,0,1,1,0,1,0,0,1,0,0,50.62647,192.4404,4576.841874,3,2,3,2,3,3,4,5,1,0,0,1,0,0,0,1,0
2,56,51095.47,7.231659,14,2,1,0,1,0,1,0,0,0,0,1,0,1,0,65.16987,139.9512,5954.856404,3,3,5,4,4,4,4,4,0,0,0,1,0,0,0,0,0
1,71,122741.65,8.828958895,9,1,0,0,1,1,1,1,0,0,1,0,0,0,1,4.00803296,125.007314,525.3079814,4,4,5,2,4,4,2,4,0,1,0,0,0,0,0,1,0
9,82,30801.14,8.440102,7,2,1,0,0,1,1,0,0,1,0,0,0,0,1,4.927273,114.9509,1075.114258,3,3,3,2,5,2,3,4,0,0,0,0,0,0,1,0,1
0,86,30142.44,10.43511467,11,0,0,0,1,0,1,1,0,0,1,1,1,1,0,7.073151031,245.146969,1489.301457,4,5,3,5,3,4,4,5,0,0,1,0,0,0,0,0,0
2,56,56574.39,10.38237508,11,1,1,0,1,1,1,1,1,1,0,0,0,1,0,14.02310297,204.961033,1669.613093,4,4,4,4,2,4,5,5,1,0,0,0,0,0,0,1,0
0,48,41250.17,10.2122,9,1,0,0,0,0,1,0,0,1,0,1,0,1,1,5.848803,182.447,821.6574124,4,5,5,3,4,4,3,3,1,0,0,0,0,0,0,1,0
2,37,35274.36,7.13163,8,0,2,0,1,0,1,1,0,0,0,0,1,0,1,65.36086,169.9447,5723.066248,4,4,3,3,2,3,3,6,1,0,0,0,0,1,0,0,0
3,38,15377.23,7.024459,15,1,0,0,1,0,1,1,1,0,0,0,0,1,1,2.509742,162.4653,1135.537453,2,3,3,5,2,3,3,4,0,0,1,0,0,1,0,1,0
0,61,36205.76,8.396047,11,2,0,1,1,0,0,1,1,0,0,0,1,0,1,49.11866,152.4624,4787.709945,4,3,4,3,6,4,3,3,0,0,0,0,0,0,1,1,0
1,44,23703.95,6.159072244,10,1,0,0,0,0,1,1,1,0,0,1,1,0,1,3.060553536,152.495236,644.1045211,3,4,4,4,3,4,4,3,0,1,0,0,0,0,1,0,0
1,50,15870.74,9.954907,14,1,0,0,1,1,0,0,0,0,1,1,0,0,1,57.50229,105.011,4827.450022,4,2,3,4,3,3,4,4,0,1,1,0,0,0,0,0,0
5,78,22247.54,6.364065547,8,0,0,0,1,1,0,0,0,1,1,0,0,1,1,14.5875554,182.460772,1674.078908,4,4,3,2,3,3,3,4,1,0,0,0,0,0,1,1,0
2,65,16462.33,9.416598,10,2,1,0,0,0,1,0,0,1,0,0,0,1,1,62.63117,169.9378,5393.505389,2,2,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0
2,27,17423.53,10.43299,19,1,0,0,1,0,1,1,0,0,0,0,0,1,1,9.873648,159.9476,1582.882748,3,3,4,4,3,3,3,3,0,0,1,0,0,0,0,0,1
1,21,17397.3,5.712381,13,1,0,0,0,1,1,1,1,1,0,1,0,0,1,9.724026,162.4833,1659.460954,4,4,5,3,3,3,5,5,0,0,0,1,0,0,0,1,0
1,71,6908.55,4.826642,13,1,0,0,0,0,1,1,0,1,0,1,1,0,1,8.710976,184.9496,1450.84591,2,3,2,2,6,4,3,3,0,0,0,0,0,1,0,0,0
3,79,5694.61,7.094794839,10,1,0,1,0,1,1,0,1,0,1,1,0,1,0,6.051428262,154.991856,1226.543716,2,1,3,3,3,3,1,2,0,0,0,0,0,0,0,0,0
3,75,51379.67,6.454722,10,0,0,0,0,0,1,1,0,0,0,0,1,1,1,12.04581,240.1149,1569.259659,4,3,3,3,3,5,5,4,1,0,0,0,1,0,0,1,0
0,39,8809.37,12.27326,9,2,0,0,1,0,1,0,1,0,0,0,1,0,0,13.29584,139.9568,1392.096076,2,3,3,4,3,4,3,2,1,0,0,0,0,0,0,0,0
2,37,14745.74,13.15573,14,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3.890319,149.9928,993.4525617,3,2,4,3,5,2,3,3,0,0,0,0,0,1,0,0,0
0,48,83831.61,6.082661,10,2,0,0,1,0,1,1,1,0,0,0,1,0,0,58.3401,172.4624,5172.422992,2,2,3,3,4,2,2,2,1,0,0,1,0,1,0,1,0
2,62,20613.16,6.252401,13,1,0,1,1,0,1,0,1,0,0,1,1,0,0,2.917886,132.466,945.7273128,3,3,1,5,3,2,3,4,0,0,0,0,0,1,0,0,0
0,54,30622.68,13.75813,12,0,0,1,1,0,1,1,0,1,1,0,0,0,0,63.37652,179.9794,5426.490073,4,4,4,3,5,3,4,5,1,0,1,0,0,1,0,0,0
1,71,113095.0,4.55702,14,1,0,0,0,1,1,1,1,1,0,0,1,1,1,54.16378,245.1283,5507.49448,4,4,3,4,3,3,4,2,0,0,0,1,1,0,0,0,0
1,27,15762.57,11.55209722,16,2,0,1,0,1,1,1,0,0,1,0,1,0,1,21.67433467,182.467607,2230.633867,4,4,3,3,5,3,3,3,1,0,0,1,0,1,0,0,0
6,31,48175.44,8.049492,15,2,0,0,0,1,1,1,0,1,1,0,1,0,0,50.30932,172.4871,4858.775977,2,4,2,3,5,1,2,3,0,1,0,1,1,0,0,1,0
8,57,33692.36,10.58605,12,1,1,0,0,0,1,1,0,0,0,1,1,0,1,71.53791,162.4538,6766.152872,3,3,3,5,3,4,3,4,0,0,0,0,1,0,0,0,0
2,43,20707.68,10.27233,11,1,1,0,0,0,0,1,0,0,0,0,0,0,1,66.17964,124.9607,5988.164218,3,3,3,5,3,4,1,3,0,0,0,0,0,1,0,0,0
0,87,348.67,10.36876,17,1,0,0,1,0,1,0,1,0,0,1,1,1,1,14.86376,202.6362,2089.529125,3,2,3,4,3,3,2,3,0,0,0,0,0,1,0,1,0
2,85,64849.52,6.613346,10,3,1,0,1,0,1,0,0,1,0,0,0,1,0,55.57772,137.4616,4749.988334,4,4,4,5,2,4,6,4,0,1,0,0,0,0,1,0,0
4,22,8705.1,7.119743,13,3,3,1,1,0,1,1,0,1,1,1,1,1,1,37.5471,267.6427,4460.286319,5,3,3,2,5,4,4,5,0,0,0,1,1,0,0,1,0
7,54,54726.01,8.218342,13,0,0,0,1,0,1,0,0,0,1,0,0,0,1,62.37954,92.5018,5394.351469,5,4,4,2,4,3,3,2,0,1,0,1,0,0,1,0,0
4,40,44089.97,8.533249,6,0,0,0,1,0,1,0,1,1,1,0,0,1,1,68.6711,184.9785,6192.288655,3,5,4,3,2,5,2,4,1,0,0,0,1,0,0,0,0
3,68,22555.47,15.2165,16,0,0,1,1,0,1,0,1,0,1,0,1,1,1,47.57047,190.1737,4591.422629,3,4,2,2,4,3,4,2,0,1,0,0,0,1,0,1,0
3,45,26449.68,9.343467,14,2,2,0,0,1,1,1,0,1,1,1,1,1,1,62.13428,267.6427,6368.713686,4,3,4,6,3,4,2,4,0,0,0,1,1,0,0,1,0
2,88,72518.47,15.37298,11,3,0,0,1,1,1,0,0,0,0,0,1,1,1,52.56232,175.1331,4696.683851,4,5,5,3,4,4,5,3,0,1,0,0,0,1,0,0,0
5,81,24923.55,4.628556,16,1,1,0,1,1,1,1,1,0,0,0,0,1,1,3.852241,149.989,670.3465702,3,2,4,4,3,5,3,4,0,1,0,1,0,1,0,0,0
2,55,14331.34,10.54615588,10,0,0,0,0,0,1,1,0,1,1,0,1,1,1,3.041138012,275.133571,1045.360604,4,4,4,4,4,5,5,4,1,0,0,1,0,0,0,1,0
2,29,98425.53,5.646236,13,0,0,0,1,0,1,1,0,0,0,0,1,0,1,63.83868,137.4684,5585.510396,2,2,1,4,3,3,3,4,0,1,0,0,1,0,0,0,1
2,32,11981.69,10.51434,17,0,0,0,0,0,1,1,0,0,1,0,1,0,1,68.37005,162.4676,6484.666128,2,2,3,3,6,3,3,5,0,0,0,0,0,0,1,0,0
0,67,82551.97,11.55469,13,1,0,0,0,1,1,0,1,0,1,0,1,0,1,53.77815,132.4798,5163.021507,4,4,4,4,3,3,4,4,0,0,0,1,0,1,0,1,0
0,34,71603.66,13.82562816,14,0,1,0,0,0,1,0,1,1,1,0,0,1,0,8.831489129,152.502178,1185.69317,3,4,4,5,2,5,4,4,0,1,0,1,0,1,0,0,0
2,64,17542.52,6.726676,9,0,0,0,1,0,1,1,0,1,1,1,0,1,0,9.938487,194.9992,1240.679237,5,4,4,5,3,5,5,3,0,1,1,0,1,0,0,0,0
0,67,17871.59,11.44228,13,1,0,1,1,1,1,0,0,0,1,1,1,1,0,60.3736,212.6415,5894.022001,4,4,3,1,6,2,1,3,0,0,0,0,0,1,0,1,0
1,40,69433.42,4.386127,17,1,2,1,1,0,1,1,1,0,1,0,0,0,0,11.3031,160.0013,1217.604663,3,3,4,3,4,2,3,3,1,0,0,0,0,1,0,0,0
0,89,71934.85,13.25327303,10,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2.371911572,210.12704,594.5451059,3,3,3,4,4,4,3,4,1,0,0,0,0,1,0,0,0
7,80,28826.4,6.515515,10,1,0,0,0,0,1,0,0,0,0,0,1,0,1,51.42362,104.9629,4522.06926,4,5,2,2,4,1,3,5,0,1,0,0,0,1,0,0,0
0,58,17116.5,15.09047,14,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1.215614,152.4441,776.5788688,4,4,4,5,3,4,4,4,0,0,0,1,1,0,0,0,0
0,55,44493.49,13.88702214,12,2,1,0,1,0,1,1,0,1,1,1,0,0,0,3.293435643,192.48852,586.7422583,4,3,3,4,2,3,3,2,1,0,1,0,1,0,0,1,0
3,86,35615.92,8.270725,14,1,1,0,1,0,1,1,0,1,1,1,0,0,1,6.067975,192.4885,722.5123131,4,4,3,3,3,4,2,6,1,0,0,0,0,0,0,0,0
5,60,3728.27,10.10623,7,0,1,1,1,0,0,0,0,1,0,1,0,1,0,71.20279,162.447,6622.410472,4,3,4,5,1,5,4,5,0,0,0,0,0,0,1,0,0
1,29,59954.4,9.015432,7,0,0,1,0,1,1,0,0,0,0,0,1,0,1,70.77308,117.4392,6550.573563,2,2,4,3,4,3,3,4,0,0,0,1,1,0,0,1,0
1,33,4297.28,10.80087066,13,2,0,0,0,0,1,1,1,1,1,1,1,1,1,12.55438733,270.160419,2312.167935,3,3,3,3,4,3,4,5,0,0,0,0,0,1,0,0,0
0,89,46051.44,13.84425,10,0,0,0,0,0,0,0,0,0,0,1,1,1,0,64.79987,200.1185,6099.425081,4,3,3,3,5,3,4,4,0,0,0,0,0,0,0,1,0
2,59,26026.91,6.282281,11,0,0,0,0,0,1,0,1,0,0,0,1,0,0,8.989805,139.9568,1035.265621,4,3,4,2,4,3,3,4,1,0,1,0,0,0,1,0,0
4,82,12482.52,10.39942085,14,0,1,0,1,0,1,0,0,1,0,1,1,1,1,24.19132114,242.61428,2551.579661,4,4,3,4,1,5,4,4,1,0,0,0,0,0,1,0,0
0,58,23107.22,5.546944946,15,3,0,1,0,1,1,0,1,1,1,0,1,1,1,2.811977672,245.145743,911.3769495,3,2,4,3,5,3,3,4,1,0,0,0,1,0,0,0,0
1,80,37577.46,13.80285,11,1,0,0,0,1,1,1,0,0,1,1,1,1,0,2.77885,245.147,1187.8922,3,2,2,5,2,3,3,3,0,0,0,1,0,1,0,0,0
0,83,33855.49,14.2471,12,0,0,0,1,0,1,0,1,1,1,1,1,0,0,71.76656,187.4847,6269.314301,6,5,7,4,3,5,6,5,1,0,0,0,0,0,0,1,0
0,22,24014.24,7.675199,13,2,0,0,0,1,1,0,1,0,1,0,1,0,1,55.90137,152.4798,5071.038201,4,4,5,4,4,4,4,6,1,0,0,0,0,0,1,1,0
1,46,22991.24,2.936454,8,1,0,0,0,0,1,1,0,0,0,0,0,1,1,65.85945,179.9476,5667.494149,3,4,3,4,4,4,3,3,1,0,0,0,0,0,0,0,0
8,48,37111.95,6.189949,5,0,0,1,1,1,1,0,0,1,0,1,0,1,1,65.01223,182.447,5833.372426,5,5,6,2,6,4,3,4,1,0,1,0,0,0,1,0,0
1,45,62420.93,6.095828,12,3,1,0,0,0,0,0,1,0,1,1,1,0,0,71.63571,144.9889,6686.415286,2,2,2,4,4,3,4,4,0,0,0,0,0,0,1,0,0
4,20,146719.5,11.30121,16,0,0,1,0,0,1,1,0,1,0,1,1,1,0,64.11559,255.1198,6511.608523,5,5,4,3,4,4,4,2,0,0,0,0,1,0,0,0,0
1,29,11408.67,8.696229317,16,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3.990895779,134.950905,598.4998978,6,6,6,2,4,3,3,5,1,0,0,0,0,0,0,1,0
