Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,Respectful,Courteous,ActiveListening,InternetService_Fiber Optic,InternetService_None,Contract_One year,Contract_Two Year,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Gender_Male,Gender_Nonbinary
1,87,14634.81,12.95729,17,2,0,0,1,0,1,1,0,0,0,0,1,1,1,54.11361,240.1149,4868.237911,5,5,4,4,3,5,4,6,1,0,0,1,0,0,1,0,0
4,67,61117.27,10.46827,13,1,1,0,0,0,1,0,1,0,1,0,0,0,1,10.573,127.4958,1089.662539,3,2,2,3,5,3,4,4,1,0,1,0,0,1,0,0,0
1,78,30351.92,4.990463,9,1,1,0,0,0,1,0,1,0,0,1,0,0,1,7.685406,107.482,1057.31153,3,3,3,3,5,2,2,3,0,0,1,0,0,1,0,0,0
0,70,3439.92,13.91435,14,3,0,0,0,0,1,1,0,0,0,0,1,0,0,65.39241,137.4684,5602.940401,3,3,3,3,4,3,3,3,0,1,1,0,1,0,0,1,0
3,46,82056.21,13.60832,8,3,0,0,1,0,0,0,1,0,1,1,0,1,1,37.36723,174.9919,3569.479648,4,4,4,4,3,6,3,3,1,0,1,0,0,0,1,1,0
1,48,22316.64,9.84351,14,4,0,1,0,0,1,1,1,0,0,0,1,1,1,69.99165,222.6326,6832.868436,4,4,3,3,4,4,4,4,0,0,0,1,0,1,0,1,0
0,36,108914.2,12.10189,13,1,0,1,0,1,1,0,0,1,1,0,1,1,0,8.081086,242.6281,1387.096942,4,4,4,2,4,4,4,3,1,0,1,0,0,1,0,1,0
2,51,42934.29,14.55919,12,1,0,0,1,0,1,1,0,1,1,0,0,1,0,64.54916,214.9663,5753.65882,3,4,5,3,4,3,4,4,1,0,0,0,0,0,1,0,0
2,63,37184.53,11.99013,9,1,1,0,1,0,1,0,0,0,0,0,0,0,1,69.77542,112.4551,5731.776578,2,2,4,3,4,2,2,2,1,0,0,0,0,1,0,0,0
0,79,9278.76,9.317847,10,1,0,0,1,0,1,0,0,1,0,0,0,0,0,61.8401,134.9509,5061.53662,5,5,4,2,5,2,4,5,1,0,1,0,0,1,0,0,0
1,87,4769.63,9.05247,9,2,1,1,1,0,1,0,0,1,0,1,1,1,0,3.409799,242.6143,740.0394011,4,3,3,3,5,4,4,5,1,0,0,0,1,0,0,0,0
1,44,79358.93,5.826774,8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,17.55118,114.9509,1991.629188,2,4,3,5,4,4,3,3,0,0,0,0,0,1,0,0,0
3,59,10121.11,10.67622,12,1,1,0,1,0,1,0,0,1,0,1,1,1,1,11.05993,242.6143,1567.299499,2,2,3,3,5,3,4,2,1,0,0,1,1,0,0,1,0
0,47,19387.14,11.56658,14,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3.197618,160.0013,499.7241703,5,4,3,3,3,5,4,4,1,0,0,0,0,0,1,0,0
1,40,16230.41,11.35369,10,1,0,0,1,0,1,1,0,0,0,0,1,0,1,18.59752,149.9447,2264.252412,3,4,2,4,2,5,4,3,0,0,0,1,0,0,0,0,0
1,82,10631.32,13.82528,19,2,0,0,1,1,1,0,0,1,1,0,0,1,1,64.34378,149.9845,5614.743616,2,3,2,4,5,2,2,4,0,1,0,0,0,1,0,1,0
7,85,47066.46,10.93225,9,0,1,0,1,0,1,0,1,0,1,0,0,0,1,19.94322,127.4958,1973.062252,3,4,2,2,5,2,2,3,1,0,0,1,0,0,0,1,0
1,27,30943.33,16.9392,17,1,0,1,1,1,1,1,0,1,0,0,1,1,1,57.91581,230.1344,5470.490324,7,6,6,2,4,3,6,5,0,1,1,0,1,0,0,0,0
0,54,80751.69,5.663817,11,0,0,0,1,0,1,1,0,0,0,1,0,0,1,57.92383,124.9935,4887.181609,4,4,4,4,3,3,5,5,0,1,0,0,1,0,0,1,0
1,48,26594.83,8.578558,16,3,0,0,0,0,1,0,0,1,0,1,0,1,1,18.32904,162.447,2206.253895,4,3,3,5,2,4,4,3,0,0,1,0,1,0,0,0,0
0,44,33024.18,11.35147,15,1,0,0,0,0,1,1,1,1,0,1,0,0,1,60.46007,182.4833,5214.689346,5,5,5,4,4,5,3,4,1,0,1,0,1,0,0,0,0
1,66,13900.27,10.89684,7,1,0,0,0,0,1,1,1,0,1,0,0,0,1,11.51439,140.0013,1559.33881,5,6,5,5,3,5,4,4,0,0,1,0,0,0,0,0,1
1,30,72449.84,11.25272,9,3,0,1,0,1,1,0,0,1,0,1,1,1,1,48.24454,242.6143,4647.63715,3,3,3,5,4,5,4,4,1,0,1,0,0,1,0,1,0
0,26,9362.64,12.49043,4,0,0,0,0,0,1,1,0,1,1,0,0,1,1,58.97505,194.9663,5813.10524,2,1,2,3,2,2,1,3,0,0,1,0,0,1,0,1,0
0,86,44607.35,19.01962,17,1,1,0,1,1,1,0,0,1,0,0,0,0,0,39.13842,134.9509,3260.745232,2,3,3,3,4,1,2,3,1,0,1,0,1,0,0,1,0
3,72,10507.86,13.35731,12,0,0,1,1,0,1,0,0,0,0,0,1,1,0,56.99989,175.1331,5143.531186,4,3,5,3,6,3,2,4,0,1,0,0,0,0,0,0,0
1,80,84805.71,14.21094097,11,1,1,0,1,1,1,0,0,0,1,0,1,0,0,13.72354614,149.962093,1333.444788,3,2,4,3,5,2,2,5,1,0,1,0,0,1,0,0,0
1,86,48971.18,14.67533687,6,2,0,0,1,1,0,1,1,1,0,1,0,0,0,6.211504434,182.483267,745.0467839,4,4,4,4,3,4,4,5,1,0,1,0,0,0,0,1,0
4,54,162842.8,7.117811,12,1,1,1,0,0,1,0,0,0,1,1,1,0,1,6.193832,162.4713,945.4518917,5,4,4,4,3,5,4,4,1,0,0,0,0,1,0,1,0
8,25,32005.71,9.736531,13,1,0,1,1,0,1,1,0,0,0,0,0,0,1,20.91805,124.9607,2523.250672,4,4,3,2,4,3,3,3,0,0,0,0,0,0,0,0,0
1,64,7569.75,8.8901,11,0,1,0,1,1,0,1,0,1,0,1,0,1,1,59.00593,214.9525,5227.515273,4,5,4,3,4,4,3,5,1,0,0,0,0,1,0,1,0
1,24,58210.13,7.4493,9,2,0,0,1,0,1,1,1,1,0,0,0,0,1,44.75355,169.9741,4019.765436,4,4,3,4,3,5,3,3,1,0,0,0,0,0,1,0,0
2,22,31843.16,18.39537758,11,2,0,0,0,0,1,1,0,0,0,0,1,0,0,14.16961729,169.944668,1624.799349,2,3,2,4,3,3,2,4,1,0,0,1,0,0,0,1,0
1,35,52473.97,9.405701,6,0,0,0,1,0,1,0,0,0,1,0,0,1,1,63.25532,159.965,5503.376914,1,2,2,4,3,2,2,1,1,0,1,0,0,1,0,0,0
4,45,19623.2,8.688645,9,4,0,0,0,0,1,1,0,1,0,0,0,0,0,9.05217,167.4564,1042.770459,4,4,4,4,2,4,4,4,1,0,0,1,1,0,0,0,0
10,59,89172.4,8.573533,12,1,0,0,1,0,1,1,1,1,0,0,0,0,0,57.6549,149.9741,5652.677937,3,3,3,5,5,2,4,3,0,0,0,1,0,0,0,0,0
0,34,68738.07,7.595319178,10,3,0,0,1,0,1,1,0,1,0,0,1,1,1,5.679317142,262.610632,1136.60955,2,3,3,3,5,2,3,4,1,0,0,1,1,0,0,0,0
0,59,31150.04,10.259,8,3,1,0,0,0,0,1,0,0,0,0,0,1,0,13.33556,179.9476,1372.679029,4,3,4,3,4,2,4,3,1,0,1,0,0,1,0,1,0
1,66,6385.6,5.546215,10,3,0,1,0,1,1,0,1,1,0,0,1,1,1,70.44254,232.6228,6372.288678,3,5,3,3,3,5,4,4,1,0,1,0,0,0,1,0,0
0,54,46724.11,6.186245,12,1,0,1,1,0,1,1,0,0,0,1,0,0,0,68.85746,137.4698,6114.267462,5,4,5,3,4,4,6,4,0,0,1,0,0,1,0,0,0
0,83,15842.09,6.69907945,13,1,0,0,0,0,1,0,0,1,0,1,1,0,0,10.26390461,172.44408,1022.516053,3,4,3,2,4,4,4,2,1,0,1,0,0,0,1,0,0
1,44,18832.51,14.32986,10,2,1,0,0,0,1,0,0,1,1,0,0,0,0,60.28236,147.4738,5246.867359,4,5,4,4,4,4,5,5,1,0,0,0,1,0,0,1,0
5,77,53235.48,5.432771,13,1,0,0,0,0,1,1,0,1,1,0,1,0,0,8.182907,172.4871,1178.372362,3,2,2,4,5,2,2,4,0,1,0,0,1,0,0,0,0
1,44,22428.29,7.926134,16,2,0,0,0,1,1,0,0,1,0,1,1,1,1,67.88936,222.6143,6624.884891,5,3,5,4,4,3,3,4,0,0,1,0,1,0,0,1,0
0,75,32910.92,8.955689,16,2,0,0,0,0,1,0,1,0,0,0,0,0,0,14.28503,114.9728,1241.590602,4,3,3,3,4,4,4,4,1,0,0,0,1,0,0,1,0
0,33,22684.9,9.647247,10,2,0,0,1,0,1,1,0,1,0,0,0,1,1,62.96668,169.9671,5618.579919,3,3,4,2,3,2,5,4,0,1,0,0,0,0,1,1,0
2,78,22880.13,9.256839293,11,2,2,1,0,0,1,0,0,0,0,0,1,1,1,5.688867768,207.609354,888.7604416,3,4,2,5,3,4,4,3,1,0,1,0,0,1,0,0,0
0,36,32617.88,3.630705,10,0,0,0,1,0,0,1,1,1,0,1,1,0,1,6.394005,187.4673,1420.169187,3,3,2,5,4,2,3,4,0,0,0,0,0,0,1,0,0
1,75,99132.61,9.073224,10,0,0,1,0,0,1,1,0,1,0,0,0,1,0,70.99524,202.4433,6087.218845,3,2,2,3,4,3,1,4,1,0,0,0,1,0,0,0,0
1,70,27990.52,8.304302989,12,1,1,0,0,0,1,0,0,0,1,1,0,1,0,19.43267321,172.47417,1884.50089,4,5,3,5,2,5,5,5,1,0,1,0,1,0,0,1,0
2,64,23000.55,5.6162,10,1,2,1,0,0,1,1,1,0,1,0,1,0,1,1.025579,184.9853,570.4516207,4,4,5,4,2,5,5,4,1,0,0,1,0,1,0,1,0
1,79,17965.81,11.77757,10,0,0,1,0,0,1,1,1,0,0,0,1,1,0,61.9146,222.6326,6069.414411,4,4,5,2,3,2,3,3,0,0,0,1,1,0,0,1,0
4,83,14148.82,9.739276,17,0,0,0,0,1,1,1,0,1,0,0,1,1,1,67.95345,242.6106,6576.137248,6,6,5,3,4,4,4,5,0,0,0,0,0,1,0,0,1
7,76,91335.76,12.01267388,11,1,0,0,0,0,1,0,1,1,1,1,0,0,1,2.416685985,142.500692,1078.291303,3,4,4,2,5,4,3,4,0,0,1,0,0,1,0,1,0
2,38,86111.94,5.287739,11,1,0,0,0,0,1,1,0,1,1,1,0,0,1,55.97115,160.0122,4934.232191,4,3,2,3,3,3,3,3,0,1,0,0,0,0,0,0,1
0,71,11091.71,9.779993,10,2,0,0,0,0,1,0,0,1,1,0,1,1,1,44.92225,210.1518,4291.029972,4,4,3,2,3,3,3,5,0,1,0,0,0,1,0,1,0
1,24,55663.41,9.871425,10,1,0,0,1,0,1,0,0,0,0,1,1,1,0,20.22191,200.1185,2643.645671,4,4,4,4,4,4,4,4,0,0,0,0,1,0,0,0,0
0,69,26382.57,13.61942,6,0,0,0,1,0,1,0,1,0,1,0,0,0,0,65.74105,127.4958,5480.31735,3,3,1,4,4,2,2,4,1,0,0,1,0,1,0,0,0
0,84,14547.9,13.31528474,11,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2.39088492,124.960655,565.4577938,4,4,4,3,4,4,4,4,0,0,0,1,0,1,0,0,0
1,69,25392.45,15.46358,13,0,1,0,1,0,1,1,1,0,0,0,1,0,0,67.89973,172.4624,5870.59778,4,3,3,5,4,5,3,3,1,0,0,0,0,1,0,0,0
3,65,28627.89,5.636932,12,1,0,0,1,0,1,0,0,1,0,1,0,1,1,71.88705,182.447,6269.306466,5,4,6,4,1,5,6,5,1,0,0,0,0,0,1,1,0
2,28,14745.2,18.78705,16,0,0,0,0,1,1,1,0,1,0,1,0,0,1,2.149435,179.9656,557.9519675,5,4,4,3,4,4,5,3,1,0,1,0,0,0,0,1,0
2,63,6587.88,8.292211,15,2,0,0,0,1,1,1,1,0,1,0,1,1,0,56.86558,222.6792,5410.603621,2,3,4,5,2,4,4,5,0,1,1,0,0,1,0,1,0
3,74,18326.88,9.479801512,20,0,0,1,0,0,1,0,0,0,1,1,1,1,1,9.428767036,232.641455,1328.568048,4,4,3,4,3,3,3,5,1,0,1,0,0,0,0,0,0
0,84,16442.14,8.834703,10,3,0,0,0,0,0,1,0,1,1,1,0,0,1,54.04993,172.4885,4981.747627,4,3,4,3,4,5,1,5,0,0,0,0,1,0,0,0,0
1,57,6707.83,10.60544,13,0,1,0,0,1,1,0,0,0,0,1,0,1,1,6.542299,127.475,785.7678294,1,1,3,6,1,4,3,4,0,1,1,0,0,1,0,1,0
0,23,26493.5,9.948834,17,2,1,0,0,0,1,0,0,1,1,0,1,0,1,1.578151,172.4579,588.3651083,4,4,5,3,5,4,3,2,1,0,0,0,0,1,0,0,0
2,32,41799.98,10.25329,8,1,0,0,0,1,1,1,1,1,0,0,1,0,1,12.70321,194.9581,1593.998248,3,3,3,3,4,4,2,3,1,0,0,1,0,0,0,0,0
3,33,27751.19,11.38655,14,2,0,0,1,1,1,1,0,1,0,0,0,1,1,55.28091,169.9671,4998.892491,3,3,2,2,4,4,1,4,0,1,0,0,0,1,0,0,0
1,61,60493.62,14.03424,13,0,0,0,0,0,1,1,1,1,1,0,0,0,1,62.6698,182.497,5451.620478,5,3,4,2,4,3,3,4,1,0,0,0,0,0,1,0,0
4,27,36461.2,12.25094,17,0,1,0,1,1,1,0,1,0,1,1,1,0,1,59.7815,144.9889,5913.530314,3,3,3,3,3,3,4,2,0,0,0,0,0,1,0,1,0
1,69,50817.75,11.02449,10,1,1,0,0,0,1,0,1,1,0,0,1,0,1,64.61898,129.9763,5623.819353,4,3,4,4,5,3,2,2,0,1,1,0,1,0,0,0,0
0,20,48067.5,11.11844,12,3,0,0,1,0,1,1,0,0,1,0,1,0,1,55.2092,182.4676,5017.628209,1,2,2,4,3,4,3,3,1,0,0,0,0,0,1,1,0
0,89,48455.85,10.30256804,8,3,1,0,0,1,1,0,0,1,0,0,1,0,0,26.16514147,139.934918,2761.982244,4,3,4,3,5,3,1,4,0,0,1,0,0,1,0,1,0
0,18,33482.23,3.836284,14,0,2,0,1,0,0,0,0,0,0,1,0,1,0,4.527649,139.9512,1131.268205,3,4,3,4,3,4,2,4,0,0,1,0,1,0,0,1,0
10,42,92748.49,14.30597862,14,1,0,0,1,0,1,0,0,0,1,0,0,0,0,12.33304231,124.97808,1425.346946,3,5,3,4,2,3,3,4,1,0,0,0,0,0,0,0,0
0,86,62709.94,11.19605,9,0,0,1,1,0,1,1,0,0,0,0,0,1,0,2.168042,159.9476,782.6074848,3,3,4,4,3,4,3,2,0,0,0,0,0,1,0,1,0
0,49,29207.46,8.425458142,9,1,0,0,0,0,1,0,0,0,1,0,0,0,1,7.233605493,124.97808,676.712908,5,5,3,4,4,5,5,4,1,0,0,1,0,1,0,0,0
0,28,10331.57,13.43076227,17,1,0,0,0,1,1,1,1,1,0,1,1,1,1,10.90397471,277.63748,1710.958869,2,2,2,3,4,3,4,3,1,0,1,0,0,1,0,1,0
0,42,25678.29,9.381688,11,0,0,0,1,1,1,1,0,1,0,0,0,0,1,41.17585,134.9801,3561.612414,3,4,3,5,2,4,4,4,0,1,1,0,1,0,0,0,0
0,53,56932.4,7.812935,14,2,1,0,0,0,1,0,0,0,0,1,0,1,0,68.59602,159.9512,5770.359583,2,2,3,2,4,3,4,5,1,0,1,0,0,0,0,0,0
0,29,73958.51,10.46924,9,1,1,0,1,0,1,0,0,0,1,1,1,1,1,67.94243,212.6415,6638.783919,3,3,4,5,4,3,2,4,0,0,1,0,0,0,1,1,0
1,86,67676.16,7.744833,7,1,0,0,1,0,1,0,0,0,0,1,0,0,1,70.09961,124.9643,5738.755668,4,3,4,4,2,4,6,4,1,0,0,1,0,0,0,1,0
2,70,38179.17,3.245984,8,0,0,0,1,1,1,0,0,1,1,0,0,0,0,68.14379,127.4738,6167.764392,4,3,5,4,4,3,3,3,0,0,0,0,0,0,1,0,0
4,20,41144.01,7.320253,14,0,1,0,0,0,1,1,1,1,0,0,0,1,1,55.72148,204.961,5265.888272,5,5,5,4,3,4,5,4,1,0,0,0,0,1,0,1,0
10,18,43660.61,10.62896,8,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2.96972,164.967,1444.44469,4,4,5,4,2,4,5,6,0,0,0,0,1,0,0,0,0
1,68,29434.53,7.330071,16,1,0,0,0,0,1,0,0,0,0,1,1,0,0,69.25731,149.9483,5842.282612,4,4,4,4,3,3,3,3,1,0,1,0,0,1,0,0,0
1,29,41141.29,10.53942,10,0,0,0,0,0,1,0,1,0,1,0,1,0,1,6.416264,152.4798,1024.169439,4,5,4,5,3,5,6,5,1,0,0,0,0,0,1,1,0
7,68,30255.22,12.2246,16,0,1,1,1,0,1,1,0,0,1,0,1,1,1,2.006646,252.6378,977.9075314,2,2,2,4,4,3,2,3,1,0,0,0,0,0,1,1,0
1,76,65782.7,9.664338,10,1,0,0,1,1,1,1,0,1,0,0,1,1,1,5.377803,242.6106,1465.534225,5,3,3,3,4,4,3,3,0,0,0,0,0,1,0,1,0
1,48,6013.43,16.84798,11,0,0,0,1,1,1,0,0,0,1,0,1,0,0,66.85047,149.9621,5791.466648,3,4,3,4,4,2,3,4,1,0,0,0,0,1,0,0,0
0,72,29702.84,7.204886,14,1,1,0,1,1,1,0,1,0,1,1,0,0,0,4.83659,120.0049,980.2047172,4,3,2,3,4,3,3,4,0,0,0,1,0,1,0,1,0
1,50,37146.88,6.518242,15,1,1,0,1,1,1,1,1,0,1,1,1,1,1,18.601,235.1884,2291.446991,3,4,5,3,3,3,3,4,0,1,0,0,0,1,0,1,0
4,57,52230.66,11.36485,13,1,0,0,0,0,0,1,0,1,1,1,0,0,0,8.334589,172.4885,1447.593195,5,5,2,4,3,4,4,4,0,0,0,0,1,0,0,0,0
9,41,26043.65,13.4417,12,0,1,0,0,0,1,0,1,1,0,0,1,0,0,47.1075,162.4526,4574.099766,3,3,3,4,4,3,3,5,1,0,0,0,0,1,0,1,0
1,84,42034.08,9.158931,13,0,0,0,0,0,1,1,0,1,0,0,0,0,0,55.67421,167.4564,4724.945111,4,4,5,3,2,3,3,3,1,0,0,0,0,1,0,1,0
4,88,19228.48,13.46555,12,1,0,0,0,0,1,1,0,0,1,0,1,1,0,4.525491,232.6378,1392.809918,3,2,3,2,4,2,3,3,0,0,0,0,1,0,0,0,0
3,85,77478.63,14.69711,16,1,1,0,0,0,1,1,1,1,0,0,1,0,1,50.09435,194.9581,4561.818178,4,4,5,4,4,3,2,4,1,0,0,0,0,1,0,1,0
3,37,29101.96,5.924693,13,0,0,1,1,1,1,0,0,0,0,1,0,1,0,6.979961,159.9512,866.4850145,3,3,3,6,2,3,5,4,1,0,0,0,0,1,0,0,0
5,53,32677.84,14.39837,14,0,1,0,1,0,1,1,0,1,0,1,0,0,0,58.33561,159.9656,5503.322362,3,3,2,3,4,3,3,3,0,0,1,0,0,1,0,0,0
4,57,57497.76,9.154572,14,0,0,0,1,0,1,0,0,0,1,0,1,1,1,36.98095,220.1323,3668.332806,2,2,3,2,4,1,2,3,1,0,0,0,0,1,0,0,0
2,21,13802.12,13.65545074,14,1,1,0,1,0,1,1,0,1,0,0,0,1,1,6.109999694,202.443347,1060.779533,4,4,6,3,5,5,4,3,1,0,0,1,0,1,0,1,0
0,30,90664.75,11.05354,11,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2.362663,112.4551,254.7465501,2,1,3,2,4,2,1,3,1,0,0,0,0,0,1,0,0
2,54,27479.16,8.238358,14,0,1,0,1,0,1,0,1,0,1,0,1,0,1,65.63056,132.4798,6238.373858,5,4,4,5,3,6,4,5,0,0,0,0,0,0,0,1,0
4,19,9566.65,14.04224,5,2,0,0,1,1,1,0,1,0,1,0,1,1,0,66.99456,202.65,6740.868766,5,5,4,2,4,3,3,3,0,0,0,1,0,0,1,0,0
0,28,41695.97,13.14201,12,1,0,0,0,0,1,1,0,0,1,1,0,0,1,59.3332,149.9928,5504.260765,3,3,3,4,4,3,3,4,0,0,1,0,0,0,1,0,0
1,53,46153.23,11.98282,17,0,0,0,1,1,1,0,1,0,0,1,0,0,1,48.09099,127.482,4036.529834,5,6,4,4,3,5,6,3,1,0,0,1,0,0,0,0,0
8,33,32011.22,2.63849,14,1,1,0,1,0,1,1,1,1,0,1,1,0,0,53.90038,174.991,5202.411958,2,4,3,4,4,2,3,3,0,1,1,0,0,1,0,1,0
0,80,20539.22,13.29687,16,3,0,0,0,1,1,0,0,0,1,0,1,1,0,50.89975,220.1323,4657.315652,4,4,3,4,3,4,4,4,1,0,0,1,0,1,0,1,0
0,34,25652.0,3.744797,11,2,0,0,0,0,1,0,0,0,0,1,1,1,1,62.5567,200.1185,6095.950269,6,5,5,5,3,4,3,5,0,0,0,0,0,1,0,1,0
1,88,11391.26,9.624347659,7,2,1,0,0,1,1,0,1,1,1,1,1,0,1,9.07068647,187.484705,1099.486982,3,4,3,5,4,4,3,2,1,0,1,0,1,0,0,0,0
1,81,52085.92,10.44399,12,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1.198203,169.9378,276.5777606,3,3,5,4,1,5,4,2,1,0,0,0,1,0,0,0,0
0,69,40134.85,8.568928,13,3,1,1,0,0,1,1,1,1,0,1,1,0,1,1.789614,207.4673,568.2599017,2,2,2,4,4,3,3,3,1,0,0,0,0,0,1,1,0
0,65,34356.62,8.70624,9,2,0,0,1,0,1,1,1,0,0,0,0,1,1,7.012788,182.4653,910.135775,4,4,5,4,3,4,3,5,1,0,0,1,0,1,0,1,0
4,44,14007.48,10.31682421,14,0,0,0,0,0,1,0,0,1,0,1,1,0,1,9.098041235,172.44408,1177.993259,4,4,4,4,5,5,5,2,1,0,0,0,1,0,0,0,0
3,75,46151.13,9.278879,12,2,0,0,1,1,1,0,0,1,1,0,0,1,1,1.450219,162.4608,877.1087708,4,4,3,5,4,3,3,5,0,0,1,0,0,1,0,0,0
3,55,18001.12,13.0464,13,2,1,0,0,0,1,1,0,0,1,0,0,0,1,61.46188,137.4836,5760.474223,3,4,2,3,4,2,2,4,0,0,0,0,0,1,0,1,0
2,84,9970.03,9.405326,8,1,0,0,1,1,0,0,1,1,0,1,0,0,0,45.30473,149.9778,3913.652398,4,3,4,5,4,3,6,3,1,0,0,0,0,0,0,1,0
7,67,23372.7,12.69243,11,0,0,0,1,1,1,0,0,1,0,0,1,1,0,60.89564,230.1051,5696.26264,4,5,5,5,3,4,5,4,1,0,1,0,0,0,0,0,0
0,18,60751.35,13.35871,12,2,0,1,1,0,1,1,0,1,0,0,1,1,0,9.951059,262.6106,1539.085061,5,4,4,4,3,4,4,4,1,0,0,1,0,1,0,0,0
1,31,33208.17,6.931765,10,1,3,0,1,0,1,1,0,1,0,0,1,1,1,4.165508,262.6106,1053.191872,6,5,5,5,2,5,6,6,1,0,0,0,0,0,1,0,0
2,88,111592.0,9.241887,14,1,0,0,0,0,1,0,1,0,1,1,1,1,0,6.732509,202.6829,1153.214047,3,4,3,3,5,4,4,4,0,1,0,0,0,0,1,1,0
5,54,77423.32,8.127707725,15,1,0,1,0,0,1,1,1,0,0,0,1,1,1,15.18036042,242.632554,1984.668288,4,3,5,4,4,4,5,4,1,0,1,0,0,0,1,0,0
3,21,24653.47,15.77985,6,2,0,0,0,0,1,0,0,1,0,0,0,0,1,64.56952,114.9509,6063.474111,2,2,2,4,5,4,3,3,0,0,0,0,1,0,0,1,0
3,35,33350.91,10.42876,9,1,1,0,0,1,1,1,0,0,0,0,1,1,1,52.53836,220.1149,5431.77178,4,4,4,3,2,4,5,4,0,0,0,1,0,1,0,1,0
2,87,20648.53,5.099569,16,0,0,0,1,0,1,0,1,1,0,0,0,1,1,6.137692,139.9792,767.624909,4,3,5,4,4,4,3,4,0,1,0,0,0,1,0,0,0
4,27,9856.89,10.80585,8,2,0,1,0,1,1,1,0,0,1,0,0,0,1,2.984004,137.4836,1091.509603,1,1,2,2,3,1,2,1,0,0,0,1,0,0,0,1,0
3,87,25057.85,16.48878,14,2,0,1,0,0,0,1,1,1,0,0,1,1,1,2.543632,245.1283,1286.962111,3,3,3,4,3,3,4,4,0,0,1,0,0,1,0,0,0
0,43,22205.18,9.223647,13,1,0,0,1,0,0,0,0,1,0,0,1,1,1,65.82541,230.1051,6010.445763,4,3,3,2,4,2,3,4,1,0,0,0,0,0,1,1,0
3,48,31777.28,5.042263,13,0,0,0,1,1,1,1,0,1,1,0,0,1,1,16.31066,194.9663,2255.21511,3,5,3,3,5,3,4,4,0,0,0,1,0,1,0,0,0
0,71,43468.48,7.563689,17,0,0,0,0,1,1,1,0,0,1,0,1,1,1,45.93241,232.6378,4718.201931,3,3,3,5,2,5,6,3,0,0,1,0,1,0,0,0,0
1,43,22303.29,9.565152901,13,2,0,0,1,1,1,1,0,0,0,0,1,1,1,1.591333405,240.114868,708.9358044,4,4,3,3,5,3,3,3,1,0,0,0,0,0,1,0,0
0,75,30814.46,4.840632447,10,1,0,0,1,1,1,1,1,1,1,0,1,0,0,14.58313517,187.481057,2091.178584,3,4,4,3,4,4,3,3,0,0,0,0,0,0,0,1,0
1,83,26545.33,4.480118,11,2,0,0,0,1,0,0,0,0,0,0,1,0,0,55.55865,117.4392,5126.88947,4,2,2,3,5,1,3,2,0,0,0,1,0,0,0,1,0
1,60,37703.83,4.946414499,12,1,0,0,1,1,1,0,0,1,1,1,1,0,1,17.18829795,184.967019,1828.279015,4,5,5,1,4,3,3,4,1,0,0,0,1,0,0,1,0
2,80,45904.79,10.30529,14,1,1,0,0,0,1,1,0,0,0,1,0,0,0,2.138612,157.4698,292.5858924,1,2,4,2,4,1,3,2,1,0,0,0,0,1,0,1,0
0,42,100076.65,10.79349982,14,3,0,0,1,0,1,0,1,1,0,0,0,1,1,7.960490246,152.455519,1416.444695,5,5,5,4,3,2,4,4,0,0,0,0,0,0,1,0,0
1,58,61541.53,8.128102,18,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3.678847,79.97886,301.5746797,2,2,3,3,3,4,3,3,0,1,0,1,0,1,0,0,0
3,81,20178.71,6.551707,18,3,0,1,0,0,1,0,0,0,0,1,0,0,0,54.0833,92.48802,4504.376908,4,4,4,4,3,3,4,4,0,1,0,1,0,1,0,1,0
1,51,20471.67,12.82303,8,1,0,0,1,0,1,1,1,1,1,0,0,1,1,6.597395,217.484,1131.921,4,5,4,2,5,4,2,2,1,0,1,0,0,1,0,1,0
3,22,71998.04,10.97395,15,1,0,1,1,0,1,1,0,1,0,0,1,1,1,8.081693,230.1344,1512.206567,3,4,3,3,3,5,3,5,0,1,0,0,0,1,0,1,0
0,56,54109.79,7.276553998,10,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1.789830613,204.963371,616.51937,3,3,3,4,5,4,4,5,1,0,0,0,0,0,0,1,0
3,62,72764.42,6.900504,6,0,1,0,1,0,1,1,1,0,0,0,0,0,1,7.220079,147.4783,787.3445005,4,5,4,3,4,4,4,3,1,0,0,0,1,0,0,0,0
0,81,46037.64,6.622175,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.94357,147.4421,4719.805869,3,3,4,3,4,4,2,2,1,0,0,0,0,0,0,1,0
2,57,14379.3,13.60282892,8,0,0,0,1,1,1,0,1,0,0,0,0,0,1,10.38039309,114.972827,959.951483,4,4,2,3,6,2,2,2,1,0,0,0,0,0,1,0,0
